,index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
581,581,2000-05-31,05:00,0.0,1008.7,1008.8,1008.6,-9999,14.4,14.0,15.1,14.4,14.8,13.9,98,97,98,18,1.2,0.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
582,582,2000-05-31,06:00,0.0,1008.5,1008.8,1008.5,-9999,14.1,13.9,14.5,13.7,14.2,13.3,98,97,98,18,2.4,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
583,583,2000-05-31,07:00,0.0,1008.1,1008.6,1008.1,-9999,14.0,13.7,14.4,13.9,14.1,13.5,98,98,98,14,2.5,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
584,584,2000-05-31,08:00,0.2,1008.3,1008.3,1008.0,-9999,14.5,14.3,14.5,13.9,14.3,13.6,98,98,98,5,3.2,1.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
585,585,2000-05-31,09:00,0.0,1008.6,1008.6,1008.3,-9999,14.1,13.7,15.1,13.8,14.7,13.5,98,96,97,24,3.7,1.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
586,586,2000-05-31,10:00,0.0,1009.4,1009.4,1008.6,31,13.9,13.6,14.4,13.7,14.0,13.3,98,97,98,22,3.1,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
587,587,2000-05-31,11:00,0.0,1009.9,1009.9,1009.4,467,16.8,15.6,16.8,14.0,15.6,13.6,98,93,93,19,3.0,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
588,588,2000-05-31,12:00,0.0,1010.0,1010.2,1009.9,1156,21.3,14.7,21.3,16.8,16.6,14.7,93,66,66,351,3.9,1.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
589,589,2000-05-31,13:00,0.0,1009.9,1010.1,1009.9,1753,23.6,14.1,23.7,21.3,15.6,13.8,68,55,55,33,4.2,1.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
590,590,2000-05-31,14:00,0.0,1009.4,1009.9,1009.4,2125,25.9,13.5,26.2,23.7,14.3,12.8,55,46,46,8,2.7,1.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
591,591,2000-05-31,15:00,0.0,1008.8,1009.4,1008.8,2332,27.4,11.2,27.4,26.0,13.5,10.0,46,34,36,49,3.0,1.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
592,592,2000-05-31,16:00,0.0,1007.7,1008.7,1007.7,2282,27.3,12.8,28.1,27.1,13.4,11.2,42,36,41,186,5.4,2.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
593,593,2000-05-31,17:00,0.0,1007.6,1007.7,1007.5,2033,26.2,11.7,27.8,26.2,13.2,10.7,42,36,40,191,8.1,5.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
594,594,2000-05-31,18:00,0.0,1008.0,1008.0,1007.5,1564,24.5,14.1,26.2,24.5,14.3,11.5,52,40,52,191,9.3,6.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
595,595,2000-05-31,19:00,0.0,1008.1,1008.2,1008.0,786,23.0,16.9,24.4,23.0,16.9,14.1,69,52,68,184,9.5,6.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
596,596,2000-05-31,20:00,0.0,1008.8,1008.8,1008.1,287,21.4,16.6,23.0,21.4,17.0,16.6,74,68,74,185,9.1,4.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
597,597,2000-05-31,21:00,0.0,1009.3,1009.3,1008.8,6,19.7,16.4,21.4,19.7,16.8,16.4,82,74,82,186,5.8,2.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
598,598,2000-05-31,22:00,0.0,1010.0,1010.0,1009.3,-9999,19.0,16.1,19.7,19.0,16.5,16.1,83,81,83,177,2.8,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
599,599,2000-05-31,23:00,0.0,1010.8,1010.8,1010.1,-9999,17.6,16.0,19.0,17.5,16.2,15.9,91,83,91,208,-9999.0,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
600,600,2000-06-01,00:00,0.0,1010.9,1011.0,1010.8,-9999,16.8,15.7,17.6,16.7,16.1,15.5,94,89,94,66,-9999.0,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
601,601,2000-06-01,01:00,0.0,1011.7,1011.7,1010.9,-9999,17.6,16.4,17.6,16.7,16.6,15.6,95,92,93,6,-9999.0,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
602,602,2000-06-01,02:00,0.0,1011.7,1011.7,1011.6,-9999,18.2,16.7,18.2,17.6,16.7,16.4,93,91,91,346,1.5,0.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
603,603,2000-06-01,03:00,0.0,1011.6,1011.9,1011.4,-9999,18.5,16.6,18.6,18.1,16.9,16.5,91,88,88,264,0.9,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
604,604,2000-06-01,04:00,0.0,1011.0,1011.8,1011.0,-9999,18.3,16.8,18.8,18.2,16.8,16.5,91,87,91,16,1.2,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
605,605,2000-06-01,05:00,0.0,1011.6,1011.7,1010.8,-9999,18.9,16.4,18.9,18.3,16.9,16.4,91,85,85,235,1.7,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
606,606,2000-06-01,06:00,0.0,1011.4,1011.7,1011.4,-9999,19.5,16.0,19.7,18.9,16.4,15.6,86,77,80,166,3.8,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
607,607,2000-06-01,07:00,0.8,1011.5,1011.5,1011.0,-9999,17.9,16.8,19.4,17.9,16.8,15.9,93,80,93,240,1.6,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
608,608,2000-06-01,08:00,0.2,1011.8,1011.8,1011.5,-9999,17.7,17.0,18.0,17.6,17.0,16.7,96,93,96,356,7.8,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
609,609,2000-06-01,09:00,0.0,1012.0,1012.1,1011.6,-9999,17.7,17.0,17.8,17.6,17.2,17.0,96,96,96,38,3.2,0.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
610,610,2000-06-01,10:00,0.0,1012.9,1012.9,1012.0,10,17.9,17.1,18.0,17.6,17.2,16.9,96,95,95,2,1.6,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
611,611,2000-06-01,11:00,0.0,1013.3,1013.3,1012.8,96,18.3,17.3,18.4,17.8,17.5,16.9,95,94,94,39,1.8,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
612,612,2000-06-01,12:00,0.0,1014.3,1014.3,1013.3,156,19.2,17.2,19.2,18.4,17.6,16.5,94,85,88,241,1.1,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
613,613,2000-06-01,13:00,0.0,1014.3,1014.5,1014.2,311,19.5,16.0,19.6,19.1,17.2,16.0,88,80,80,208,2.4,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
614,614,2000-06-01,14:00,0.0,1014.1,1014.3,1014.1,538,20.1,15.3,20.3,19.4,16.4,15.3,82,74,74,201,3.4,1.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
615,615,2000-06-01,15:00,0.0,1013.3,1014.2,1013.3,353,20.2,15.7,20.3,20.0,15.9,15.3,76,74,75,211,4.3,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
616,616,2000-06-01,16:00,0.0,1012.8,1013.3,1012.8,338,20.3,15.6,20.3,20.0,15.9,15.3,76,73,74,201,3.3,1.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
617,617,2000-06-01,17:00,0.0,1012.4,1012.8,1012.3,472,20.8,14.8,20.9,20.3,15.7,14.7,75,68,68,180,1.9,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
618,618,2000-06-01,18:00,0.0,1012.5,1012.6,1012.4,489,20.9,15.2,21.1,20.7,15.4,14.6,70,67,70,168,2.2,1.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
619,619,2000-06-01,19:00,0.0,1012.5,1012.8,1012.2,311,20.4,15.2,21.1,20.4,15.3,14.6,72,67,72,189,4.3,2.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
620,620,2000-06-01,20:00,0.0,1013.0,1013.0,1012.4,160,20.1,15.1,20.5,20.1,15.4,15.0,73,71,73,198,2.7,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
621,621,2000-06-01,21:00,0.0,1013.6,1013.7,1012.9,2,19.5,15.6,20.1,19.5,15.7,15.2,78,73,78,195,2.3,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
622,622,2000-06-01,22:00,0.0,1014.2,1014.3,1013.6,-9999,19.3,15.7,19.6,18.9,16.2,15.5,84,78,80,138,1.2,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
623,623,2000-06-01,23:00,0.0,1015.2,1015.2,1014.2,-9999,18.5,16.6,19.3,18.4,16.6,15.6,89,80,89,70,7.1,0.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
624,624,2000-06-02,00:00,0.0,1015.7,1015.7,1015.2,-9999,18.4,16.2,18.4,18.1,16.7,16.2,90,87,87,70,1.6,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
625,625,2000-06-02,01:00,0.0,1015.8,1015.9,1015.7,-9999,18.2,16.2,18.4,18.2,16.5,16.2,89,87,88,34,1.8,1.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
626,626,2000-06-02,02:00,0.0,1016.0,1016.0,1015.8,-9999,18.2,16.1,18.3,18.1,16.3,16.1,89,88,88,312,1.8,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
627,627,2000-06-02,03:00,0.0,1016.0,1016.1,1015.9,-9999,17.8,16.2,18.2,17.8,16.4,16.1,91,88,90,93,-9999.0,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
628,628,2000-06-02,04:00,0.0,1015.8,1016.0,1015.8,-9999,17.7,16.3,17.9,17.7,16.4,16.0,92,89,92,348,2.8,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
629,629,2000-06-02,05:00,0.0,1015.6,1015.8,1015.6,-9999,17.6,16.3,17.8,17.5,16.5,16.3,93,92,93,351,0.6,0.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
630,630,2000-06-02,06:00,0.0,1015.3,1015.6,1015.3,-9999,17.6,16.4,17.6,17.5,16.5,16.4,94,93,93,11,1.7,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
631,631,2000-06-02,07:00,0.0,1015.3,1015.3,1015.2,-9999,17.7,16.3,17.7,17.5,16.4,16.2,93,91,92,338,1.3,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
632,632,2000-06-02,08:00,0.0,1015.5,1015.5,1015.3,-9999,17.5,16.4,17.7,17.5,16.4,16.2,94,91,94,29,1.2,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
633,633,2000-06-02,09:00,0.0,1016.2,1016.2,1015.5,-9999,17.3,16.4,17.5,17.3,16.4,16.3,94,93,94,32,1.1,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
634,634,2000-06-02,10:00,0.0,1016.9,1016.9,1016.2,15,17.3,16.4,17.3,17.1,16.4,16.2,95,94,95,51,1.0,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
635,635,2000-06-02,11:00,0.0,1017.6,1017.6,1016.9,255,18.6,16.9,18.6,17.2,16.9,16.4,95,90,90,16,1.7,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
636,636,2000-06-02,12:00,0.0,1018.2,1018.2,1017.6,451,19.7,15.4,19.7,18.7,16.9,15.3,89,76,76,346,2.4,1.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
637,637,2000-06-02,13:00,0.0,1018.3,1018.5,1018.2,994,21.2,14.9,21.6,19.7,15.9,13.9,78,63,67,212,2.4,1.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
638,638,2000-06-02,14:00,0.0,1017.9,1018.3,1017.9,1132,21.4,16.1,22.1,21.2,16.3,14.6,72,64,72,166,4.3,1.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
639,639,2000-06-02,15:00,0.0,1017.5,1017.9,1017.5,886,21.2,16.1,21.6,21.1,16.4,15.7,74,70,73,165,4.6,2.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
640,640,2000-06-02,16:00,0.0,1016.7,1017.5,1016.7,608,21.2,16.1,21.2,20.8,16.4,15.9,75,72,73,179,3.6,1.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
641,641,2000-06-02,17:00,0.0,1016.0,1016.7,1016.0,1005,22.3,16.2,22.3,21.1,16.6,16.0,74,68,68,173,16.9,1.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
642,642,2000-06-02,18:00,0.0,1016.0,1016.0,1015.9,1266,22.3,15.6,23.5,22.2,16.7,15.5,71,63,66,181,-9999.0,1.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
643,643,2000-06-02,19:00,0.0,1015.9,1015.9,1015.8,454,22.4,15.6,22.4,21.9,15.9,15.1,67,65,65,198,25.0,2.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
644,644,2000-06-02,20:00,0.0,1016.3,1016.3,1015.9,215,20.6,16.0,22.5,20.6,16.0,15.4,75,65,75,196,6.2,2.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
645,645,2000-06-02,21:00,0.0,1017.0,1017.0,1016.3,4,20.0,16.6,20.6,20.0,16.6,15.8,81,74,81,214,4.1,2.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
646,646,2000-06-02,22:00,0.0,1017.6,1017.6,1017.1,-9999,19.9,16.9,20.1,19.9,16.9,16.6,83,81,83,208,3.9,1.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
647,647,2000-06-02,23:00,0.0,1018.0,1018.0,1017.5,-9999,19.7,17.0,19.9,19.7,17.0,16.8,85,83,84,182,2.0,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
648,648,2000-06-03,00:00,0.0,1018.5,1018.5,1017.9,-9999,19.5,17.0,19.7,19.5,17.1,16.9,85,84,85,245,2.7,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
649,649,2000-06-03,01:00,0.0,1019.1,1019.1,1018.5,-9999,19.4,17.0,19.5,19.4,17.1,16.9,86,85,86,237,2.1,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
650,650,2000-06-03,02:00,0.0,1019.0,1019.1,1019.0,-9999,18.9,17.1,19.4,18.9,17.3,16.9,90,86,89,36,1.9,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
651,651,2000-06-03,03:00,0.0,1018.8,1019.0,1018.8,-9999,18.8,17.2,19.0,18.8,17.2,17.1,90,89,90,35,1.8,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
652,652,2000-06-03,04:00,0.0,1018.6,1018.9,1018.6,-9999,18.6,17.2,18.8,18.6,17.3,17.2,92,90,91,6,0.9,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
653,653,2000-06-03,05:00,0.0,1018.6,1018.8,1018.6,-9999,18.7,17.3,18.8,18.6,17.3,17.2,92,91,92,70,1.1,0.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
654,654,2000-06-03,06:00,0.0,1018.6,1018.6,1018.4,-9999,18.5,17.4,18.7,18.4,17.4,17.3,93,92,93,3,1.3,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
655,655,2000-06-03,07:00,0.0,1018.6,1018.7,1018.5,-9999,18.7,17.4,18.7,18.5,17.4,17.3,93,92,92,241,2.4,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
656,656,2000-06-03,08:00,0.0,1018.8,1018.8,1018.6,-9999,18.2,17.2,18.7,18.2,17.4,17.2,94,92,94,311,-9999.0,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
657,657,2000-06-03,09:00,0.0,1019.3,1019.3,1018.8,-9999,17.6,17.0,18.2,17.6,17.3,16.9,96,94,96,20,1.1,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
658,658,2000-06-03,10:00,0.0,1019.7,1019.7,1019.3,21,17.0,16.5,17.7,16.9,17.1,16.4,97,96,97,49,1.3,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
659,659,2000-06-03,11:00,0.0,1020.6,1020.6,1019.8,195,18.1,17.5,18.1,16.8,17.6,16.3,97,97,97,231,0.9,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
660,660,2000-06-03,12:00,0.0,1021.3,1021.3,1020.6,947,21.3,17.5,21.4,18.1,18.0,17.1,97,76,79,232,2.6,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
661,661,2000-06-03,13:00,0.0,1021.1,1021.4,1021.1,1015,22.3,17.3,22.3,20.9,17.7,16.9,81,73,73,40,2.7,1.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
662,662,2000-06-03,14:00,0.0,1020.8,1021.1,1020.8,1817,22.7,16.5,24.5,22.5,17.5,15.9,73,62,68,67,3.9,2.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
663,663,2000-06-03,15:00,0.0,1020.1,1020.8,1020.1,755,23.2,16.3,23.2,22.6,17.1,16.3,71,65,65,172,2.8,0.8,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
664,664,2000-06-03,16:00,0.0,1019.5,1020.1,1019.5,1585,23.8,17.4,25.2,23.1,17.5,16.2,67,58,67,177,6.0,3.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
665,665,2000-06-03,17:00,0.0,1019.1,1019.5,1019.1,1154,24.2,16.4,24.3,23.4,17.5,16.3,68,61,62,168,5.6,2.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
666,666,2000-06-03,18:00,0.0,1019.2,1019.2,1019.0,736,23.5,16.5,24.8,23.5,16.8,16.3,65,60,65,211,5.5,3.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
667,667,2000-06-03,19:00,0.0,1018.9,1019.1,1018.9,711,23.6,16.1,23.8,23.2,16.5,15.9,66,62,63,192,6.4,3.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
668,668,2000-06-03,20:00,0.0,1019.5,1019.5,1018.9,172,22.0,16.4,23.6,22.0,16.5,15.7,70,61,70,209,4.9,2.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
669,669,2000-06-03,21:00,0.0,1020.1,1020.1,1019.5,1,21.2,16.7,22.0,21.2,16.7,16.3,75,71,75,239,3.5,1.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
670,670,2000-06-03,22:00,0.0,1020.6,1020.7,1020.1,-9999,19.9,16.7,21.1,19.9,16.9,16.6,82,75,82,1,2.7,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
671,671,2000-06-03,23:00,0.0,1021.1,1021.1,1020.6,-9999,19.9,16.8,20.1,19.1,16.8,16.5,86,81,82,234,2.8,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
672,672,2000-06-04,00:00,0.0,1021.2,1021.4,1021.1,-9999,19.9,16.7,19.9,19.5,16.9,16.5,84,81,82,282,1.9,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
673,673,2000-06-04,01:00,0.0,1021.3,1021.4,1021.2,-9999,18.8,16.7,20.0,18.8,16.8,16.6,87,81,87,12,2.5,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
674,674,2000-06-04,02:00,0.0,1021.4,1021.4,1021.3,-9999,19.1,16.4,19.1,18.8,16.8,16.4,88,85,85,250,-9999.0,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
675,675,2000-06-04,03:00,0.0,1021.5,1021.5,1021.3,-9999,18.1,16.3,19.3,18.0,16.5,16.3,90,83,89,300,1.1,0.4,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
676,676,2000-06-04,04:00,0.0,1021.5,1021.6,1021.5,-9999,18.0,16.3,18.1,17.7,16.3,16.1,91,89,90,30,1.3,0.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
677,677,2000-06-04,05:00,0.0,1021.0,1021.5,1021.0,-9999,18.0,16.3,18.2,18.0,16.4,16.2,90,89,90,270,0.8,0.2,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
678,678,2000-06-04,06:00,0.0,1020.5,1021.0,1020.5,-9999,17.7,16.3,18.1,17.7,16.4,16.2,91,89,91,7,7.8,0.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
679,679,2000-06-04,07:00,0.0,1020.4,1020.5,1020.4,-9999,17.3,15.8,17.8,17.3,16.3,15.8,92,88,91,328,1.3,0.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
680,680,2000-06-04,08:00,0.0,1020.4,1020.4,1020.3,-9999,16.6,15.5,17.3,16.4,15.9,15.3,95,91,93,10,1.8,1.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
681,681,2000-06-04,09:00,0.0,1020.9,1020.9,1020.4,-9999,17.5,15.8,17.8,16.6,16.0,15.6,94,89,90,351,2.2,0.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
682,682,2000-06-04,10:00,0.0,1021.4,1021.4,1020.9,18,17.3,15.8,18.0,17.2,16.0,15.8,91,88,91,356,1.7,0.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
683,683,2000-06-04,11:00,0.0,1022.1,1022.1,1021.4,247,19.1,16.4,19.1,17.1,16.7,15.7,92,84,84,27,1.7,0.7,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
684,684,2000-06-04,12:00,0.0,1022.5,1022.5,1022.1,803,20.7,16.0,20.7,19.2,16.8,16.0,85,74,74,37,2.4,1.0,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
685,685,2000-06-04,13:00,0.0,1022.5,1022.6,1022.4,1146,22.2,15.6,22.7,20.5,16.5,15.4,77,65,66,57,5.3,3.1,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
686,686,2000-06-04,14:00,0.0,1022.1,1022.5,1022.1,1444,23.3,14.4,23.8,21.8,16.3,13.8,68,56,57,72,7.1,3.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
687,687,2000-06-04,15:00,0.0,1021.5,1022.1,1021.5,1663,24.3,14.3,24.7,22.9,14.5,13.6,58,51,54,82,7.1,2.3,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
688,688,2000-06-04,16:00,0.0,1020.4,1021.5,1020.4,2352,24.7,13.4,26.1,24.3,14.6,13.1,53,46,49,43,5.7,2.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
689,689,2000-06-04,17:00,0.0,1019.8,1020.4,1019.7,1778,25.5,12.6,26.1,24.5,13.4,12.1,49,43,44,161,4.5,1.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
690,690,2000-06-04,18:00,0.0,1019.6,1019.8,1019.6,657,24.5,12.9,25.9,24.3,14.1,12.1,53,43,48,220,4.9,0.5,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
691,691,2000-06-04,19:00,0.0,1019.5,1019.7,1019.4,739,24.0,15.2,24.7,23.8,15.5,12.7,59,48,58,202,5.4,3.6,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
692,692,2000-06-04,20:00,0.0,1019.9,1019.9,1019.5,379,22.8,16.1,24.0,22.8,16.2,14.7,66,56,66,215,4.8,1.9,SE,RJ,ECOLOGIA AGRICOLA,A601,-22.8,-43.68333333,33.0
